order_id,timestamp,restaurant_id,customer_id,order_type,items,total_amount,payment_method,order_status,created_at
ORD-20250704-644882,2025-07-04T12:17:11.245498,REST-DXB-001,CUST-10321,delivery,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 14.32, ""subtotal"": 14.32}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 42.15, ""subtotal"": 84.3}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 56.38, ""subtotal"": 112.76}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 35.73, ""subtotal"": 107.19}]",318.57,wallet,completed,2025-07-04T12:17:11.245498
ORD-20250704-950880,2025-07-04T12:21:19.245498,REST-AUH-001,CUST-10167,takeaway,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 11.94, ""subtotal"": 23.88}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 43.62, ""subtotal"": 43.62}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 9.55, ""subtotal"": 28.65}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 52.14, ""subtotal"": 156.42}]",252.57,wallet,completed,2025-07-04T12:21:19.245498
ORD-20250704-539185,2025-07-04T12:26:21.245498,REST-AUH-001,CUST-10129,delivery,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 21.11, ""subtotal"": 42.22}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 8.79, ""subtotal"": 26.37}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 43.33, ""subtotal"": 129.99}]",198.58,wallet,delivered,2025-07-04T12:26:21.245498
ORD-20250704-744107,2025-07-04T12:27:23.245498,REST-SHJ-001,CUST-10230,dine_in,"[{""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 46.77, ""subtotal"": 46.77}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 38.24, ""subtotal"": 38.24}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 22.49, ""subtotal"": 22.49}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 18.36, ""subtotal"": 55.08}]",162.58,cash,completed,2025-07-04T12:27:23.245498
ORD-20250704-490976,2025-07-04T12:27:59.245498,REST-DXB-002,CUST-10133,dine_in,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 21.39, ""subtotal"": 42.78}]",42.78,card,completed,2025-07-04T12:27:59.245498
ORD-20250704-897507,2025-07-04T12:39:17.245498,REST-DXB-002,CUST-10290,delivery,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 15.45, ""subtotal"": 30.9}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 7.74, ""subtotal"": 15.48}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 5.73, ""subtotal"": 11.46}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 35.81, ""subtotal"": 107.43}]",165.27,wallet,completed,2025-07-04T12:39:17.245498
ORD-20250704-148263,2025-07-04T12:55:57.245498,REST-AUH-002,CUST-10061,delivery,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 43.21, ""subtotal"": 86.42}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 12.12, ""subtotal"": 24.24}]",110.66,cash,completed,2025-07-04T12:55:57.245498
ORD-20250704-953134,2025-07-04T13:29:17.245498,REST-AUH-001,CUST-10196,delivery,"[{""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 48.31, ""subtotal"": 48.31}]",48.31,wallet,delivered,2025-07-04T13:29:17.245498
ORD-20250704-470706,2025-07-04T13:46:46.245498,REST-AUH-001,CUST-10194,dine_in,"[{""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 12.51, ""subtotal"": 12.51}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 11.94, ""subtotal"": 23.88}]",36.39,card,completed,2025-07-04T13:46:46.245498
ORD-20250704-332839,2025-07-04T14:21:50.245498,REST-SHJ-001,CUST-10102,takeaway,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 14.56, ""subtotal"": 29.12}]",29.12,wallet,delivered,2025-07-04T14:21:50.245498
ORD-20250704-115383,2025-07-04T15:04:04.245498,REST-DXB-001,CUST-10119,dine_in,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 22.26, ""subtotal"": 66.78}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 21.18, ""subtotal"": 21.18}]",87.96,card,completed,2025-07-04T15:04:04.245498
ORD-20250704-478968,2025-07-04T15:54:08.245498,REST-AUH-001,CUST-10231,takeaway,"[{""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 43.33, ""subtotal"": 86.66}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 21.11, ""subtotal"": 42.22}]",128.88,wallet,completed,2025-07-04T15:54:08.245498
ORD-20250704-502106,2025-07-04T15:55:34.245498,REST-AUH-002,CUST-10461,takeaway,"[{""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 18.79, ""subtotal"": 37.58}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 57.2, ""subtotal"": 57.2}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 6.25, ""subtotal"": 18.75}]",113.53,cash,delivered,2025-07-04T15:55:34.245498
ORD-20250704-698131,2025-07-04T16:18:40.245498,REST-AUH-002,CUST-10489,dine_in,"[{""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 50.0, ""subtotal"": 50.0}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 10.08, ""subtotal"": 20.16}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 12.4, ""subtotal"": 37.2}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 14.42, ""subtotal"": 14.42}]",121.78,cash,completed,2025-07-04T16:18:40.245498
ORD-20250704-113731,2025-07-04T16:20:32.245498,REST-DXB-002,CUST-10376,takeaway,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 12.15, ""subtotal"": 36.45}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 43.36, ""subtotal"": 86.72}]",123.17,card,completed,2025-07-04T16:20:32.245498
ORD-20250704-541805,2025-07-04T16:41:04.245498,REST-DXB-002,CUST-10233,takeaway,"[{""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 50.9, ""subtotal"": 152.7}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 39.26, ""subtotal"": 78.52}]",231.22,card,completed,2025-07-04T16:41:04.245498
ORD-20250704-528196,2025-07-04T16:58:56.245498,REST-AUH-001,CUST-10274,dine_in,"[{""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 8.79, ""subtotal"": 17.58}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 43.33, ""subtotal"": 129.99}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 43.76, ""subtotal"": 131.28}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 18.7, ""subtotal"": 56.1}]",334.95,cash,completed,2025-07-04T16:58:56.245498
ORD-20250704-592307,2025-07-04T17:06:52.245498,REST-DXB-001,CUST-10093,dine_in,"[{""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 12.04, ""subtotal"": 12.04}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 46.96, ""subtotal"": 140.88}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 40.44, ""subtotal"": 40.44}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 40.49, ""subtotal"": 121.47}]",314.83,card,completed,2025-07-04T17:06:52.245498
ORD-20250704-488640,2025-07-04T17:35:39.245498,REST-AUH-002,CUST-10030,takeaway,"[{""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 18.79, ""subtotal"": 56.37}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 14.42, ""subtotal"": 43.26}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 40.15, ""subtotal"": 80.3}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 42.56, ""subtotal"": 42.56}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 33.65, ""subtotal"": 100.95}]",323.44,cash,delivered,2025-07-04T17:35:39.245498
ORD-20250704-392143,2025-07-04T17:50:31.245498,REST-DXB-002,CUST-10014,takeaway,"[{""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 11.96, ""subtotal"": 35.88}]",35.88,card,delivered,2025-07-04T17:50:31.245498
ORD-20250704-326207,2025-07-04T18:11:10.245498,REST-AUH-001,CUST-10302,takeaway,"[{""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 15.59, ""subtotal"": 31.18}]",31.18,card,delivered,2025-07-04T18:11:10.245498
ORD-20250704-770114,2025-07-04T18:48:13.245498,REST-DXB-002,CUST-10371,dine_in,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 57.1, ""subtotal"": 114.2}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 9.8, ""subtotal"": 29.4}]",143.6,wallet,delivered,2025-07-04T18:48:13.245498
ORD-20250704-591933,2025-07-04T19:09:59.245498,REST-SHJ-001,CUST-10149,delivery,"[{""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 50.28, ""subtotal"": 150.84}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 22.49, ""subtotal"": 44.98}]",195.82,card,completed,2025-07-04T19:09:59.245498
ORD-20250704-366943,2025-07-04T19:10:07.245498,REST-AUH-002,CUST-10338,dine_in,"[{""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 12.12, ""subtotal"": 12.12}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 33.65, ""subtotal"": 33.65}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 40.15, ""subtotal"": 80.3}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 17.42, ""subtotal"": 17.42}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 18.39, ""subtotal"": 36.78}]",180.27,wallet,delivered,2025-07-04T19:10:07.245498
ORD-20250704-420458,2025-07-04T19:49:04.245498,REST-DXB-001,CUST-10398,dine_in,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 40.14, ""subtotal"": 120.42}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 17.3, ""subtotal"": 51.9}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 9.55, ""subtotal"": 9.55}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 11.64, ""subtotal"": 34.92}]",216.79,cash,completed,2025-07-04T19:49:04.245498
ORD-20250704-578111,2025-07-04T20:16:28.245498,REST-SHJ-001,CUST-10107,takeaway,"[{""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 10.46, ""subtotal"": 20.92}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 8.7, ""subtotal"": 17.4}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 20.55, ""subtotal"": 20.55}]",58.87,cash,delivered,2025-07-04T20:16:28.245498
ORD-20250704-832274,2025-07-04T20:16:32.245498,REST-DXB-001,CUST-10151,delivery,"[{""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 40.49, ""subtotal"": 40.49}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 14.75, ""subtotal"": 29.5}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 46.35, ""subtotal"": 139.05}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 49.79, ""subtotal"": 49.79}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 56.38, ""subtotal"": 169.14}]",427.97,cash,delivered,2025-07-04T20:16:32.245498
ORD-20250704-996170,2025-07-04T20:30:05.245498,REST-DXB-002,CUST-10363,dine_in,"[{""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 46.43, ""subtotal"": 46.43}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 11.96, ""subtotal"": 23.92}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 62.25, ""subtotal"": 186.75}]",257.1,wallet,completed,2025-07-04T20:30:05.245498
ORD-20250704-505376,2025-07-04T20:30:12.245498,REST-DXB-001,CUST-10246,takeaway,"[{""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 49.79, ""subtotal"": 99.58}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 40.49, ""subtotal"": 40.49}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 67.73, ""subtotal"": 135.46}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 46.96, ""subtotal"": 46.96}]",322.49,cash,completed,2025-07-04T20:30:12.245498
ORD-20250704-360761,2025-07-04T20:47:52.245498,REST-DXB-002,CUST-10303,takeaway,"[{""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 47.43, ""subtotal"": 47.43}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 18.1, ""subtotal"": 18.1}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 5.73, ""subtotal"": 17.19}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 39.7, ""subtotal"": 79.4}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 12.15, ""subtotal"": 24.3}]",186.42,cash,completed,2025-07-04T20:47:52.245498
